disclosure_text,is_renovation_candidate
Property sold as is. Cart path to right of property.,True
"Some photos are virtually staged. Well for irrigation, town water for house. No monthly association fee.",False
Please see attached updated town record showing this is a 4 bedroom and floor plan.,False
This is an estate sale. Seller has never lived in the property.,True
"The house offers 1 car garage with walk in utility closet and a separate 2 car garage, a carport and commercial space above. All measurements are approx. Buyer agent and buyer to due dilligence.",False
"Pool house has 1 bedroom w full bath, living space, screen porch and additional outdoor bathroom. Trail easement at back of property.",False
"Originally built in 1929.  Totally torn down to the foundation.  All wood. etc., removed and built anew in 2018 with a new addition 2024.  Hardwood floors resanded and stained and interior repainted.  HOA annual fee $$4,183.33.  Plus $1000 reserve toward future road maintenance.  Video available.",True
View easement at rear of property. 2024- new billiard room HVAC unit. 2019- renovation of second floor baths. 2017- renovation of powder room. 2016- new gutter system 2015- new zone HVAC unit. 2007- billiard room/study addition. 2004- primary bedroom addition. 2015/16 work to remedy ice dam damage,False
Central vacuum system does not work,False
"The first two photos of the property are renderings. Property specifications, floor plan and features are subject to change.",False
Front exterior photo landscaping has been digitally edited,False
Agent related to Seller. Please do not access the property without an appointment.,False
"Title V in hand. Well water. Filtration system serviced annually. A/C on second floor, living room, dining room & kitchen. Entire roof & walls exposed during renovations have spray foam insulation. Security system. Sump pumps in both basements. Water in pool house is not working. Generator.",True
The house has been de-leaded. See listing agent regarding the Land Lease - $17.00 per year to the Church. House is in the Historic District,False
Buyers and buyer agents to perform all due diligence. Seller has never lived in the house.,False
Electric radiant heat in all baths. Taxes and assessments to be determined after sale of property. Landscaping and some bedrooms are virtually staged.,False
all information contained herein to be verified by buyer.,False
Chimney needs repair.  Back to back fireplaces are original (and gorgeous) but Seller has never used them and has no additional information on their operation.  Shared driveway with nice young family next door.  Bosch microwave drawer has damage.,False
Seller is related to broker,False
Listing Agent is also the homeowner and has never lived in the property!!,False
"Buyers and buyers agents to perform due diligence. Some photos may be virtually enhanced. Sale subject to APR approval, more info available. Please read attached Exhibit A, APR Amendment, '24 APR Survey and Floor Plans. 100 Whitman Rd (5 Acres) & 0 Whitman Rd (43.65Acres) being sold together.",False
Buyers and buyers agents to perform due diligence. Some photos may be virtually enhanced.,False
"Two parcels, RB and Light Industrial Zoning.  Some seepage in basement in heavy rains or snow thaw.  Two active Ring cameras on premises.  Assesment, Tax and acreage numbers reflect both parcels combined.",True
"Buyers and buyers agents to perform due diligence. Some photos may be virtually enhanced. Contingent upon seller finding suitable housing. Gas dryer included, electric dryer excluded.",False
Buyers and buyers agents to perform due diligence. Public record lists as 2 bed 1.5 baths. Sale includes 023 acre attached lot at 0 Parker Street. Total acreage will be .69. Some photos may be virtually enhanced.,False
Some photos are virtually staged.  Buyer and buyer agent due due diligence on acreage.  17+/- acreage one 1 side of the street and 3+/- acres on the opposite side of the street.,False
Buyer/Agent to do due diligence. Some photos may have been virtually enhanced. Subject to satisfactory relocation.,False
"Buyers and buyers agents to perform due diligence. Some photos may be virtually enhanced. Closet in third bedroom is small, in eaves.",False
Agent has interest in the property.,False
See Attached Seller's Disclosure,False
2 weeks rental in place 7/12-7/25 which seller is attempting to move.,False
"The home includes a separate living apartment. The 2025 field card notes 5 bedrooms (2 septic tanks: 1 for 4 bedrooms, 1 for 1 bedroom). Buyers should verify in-law apartment recognition with the town. Septic approved for an extra bedroom; one lacked a door at inspection. Contact listing agent for a",False
Measurements are approximate. Buyer/Buyers Agents are to complete all due-diligence. Some photos have been virtually staged/digitally enhanced. Windows on second floor are older. Trampoline and pool are to remain in place at time of closing. Septic system was engineered for a 3-bedroom home.,False
Buyer and Buyer agent must do their own due diligence regarding the information of the home. Home listed as a multi-family in MLS #73296975,False
Fireplace is non-functioning,False
room measurements are approximate. Driveway easement for 1093 Broadway.,False
There is a easement for the driveway.  A section of the front yard is not included in the sale. See assessor map.  Buyer and Buyers agent to do their own due diligence.,False
"Finished basement with extra bedroom, bath and kitchen not included in public record",False
"All info provided in print or verbally should be verified by a buyer(s)/representatives. Central AC for second floor only. Assessors site lists the home as a 2 bedroom, but it is a 3 bedroom home with a 4 bedroom septic system. Sale subject to seller finding suitable housing.",False
"To schedule a showing, reach Shaelyn Hegarty. All info provided in print or verbally should be verified by a buyer(s)/representatives.",False
The two concrete lions at the driveway entrance are excluded form the sale.,False
"Listing agent has financial interest. as-is. Property inspection ""for informational purposes only”.",False
See attached disclosures,False
Taxes reflective of previous property. Property will be reassessed. Expected completion is July 2025.,False
Renderings are for illustration purposes only and specs are subject to change.,False
Taxes to be reassessed. All measurements are approximate. The property is under construction with an expected completion of Spring 2025. Renderings are for illustration purposes only and specs are subject to change.,False
Taxes to be reassessed. All measurements are approximate.,False
House to be built. Buyers able to work right with the builder.,False
Public record incorrectly states 3 bedrooms,False
2 windows in apartment to be replaced. Apartment rented month to month. Propane tanks owned by Superior. Screened porch in as-is condition.,False
Septic failed and will be responsibility of buyer. Owner is a licensed real estate agent.,False
"included in sale washer, dryer, refrigerator, custom made granite dinning table with chairs. Home being sold as is!  Seller related to listing agent",True
Buyer/Buyer's agent to do own due diligence. Some photos virtually staged.,False
Room sizes are approximate. Buyer's/buyer's agents to conduct any and all due diligence. Security system.,False
Buyer/Buyer’s agent to do own due diligence.,False
Furnishings in finished room over garage are virtually staged.,False
"Renderings are for illustration purposes only. The look and layout could change during construction. This project is fully customizable to meet the buyers' needs. Covered patio is included. Additional decks, roof decks could be added. 665 Page St is a temporary address and may change.",False
"Renderings are for illustration purposes only. The appearance of the home and its layout could change during construction. This project is fully customizable to meet the buyers' needs. Covered patio is included. Additional rear deck, roof deck are optional.",False
"*** OUTSTANDING VALUE *** 15K CREDIT TO BUYER AT CLOSING-CALL AGENT. Recent Updates: Ducted Heat Pump/AC-2023;Ext/Int Paint; New Quartz Countertops, Appliances,Sinks;Roof-2016,New A/C - 2024. Note: home was started in 1950 with larger portion of it completed in 1990.Per public record: Built in1950.",False
"No Flood insurance required. Shared driveway yet currently has not been used by other party.   chickens, ducks, and turkeys are negotiable. Solar Company is SunRun. Contingent on seller finding suitable housing",False
0 Otis lot comes with property sale.,False
Solar panels to be transferred to new owners.,False
"No home sale contingency, sellers will be moving once under agreement.",False
Seller has never lived in the property.,False
Member of ownership entity is a licensed real estate salesperson. Seller has never lived in the property.,True
Seller has not occupied the property; buyer to do due diligence. Members of LLC are licensed real estate salespersons.,True
Seller has not occupied the property; buyer to do due diligence. Seller is a real estate agent and member of LLC. Public records L/A 6 beds; 1.5 baths.,False
"Contingent on seller finding suitable housing. Audio/video recording devices on the premises. Seller would prefer to sell ""as-is.""",False
Fireplace has been sealed by previous owner. Seller maybe taking range and microwave but will replace.,False
Owner is also a licensed broker. 90 day rule applies for FHA offers. Buyer and buyer agent to do their due diligence.,False
"New septic Installed, seller never live in the property, seller have the right to accept offer anytime",False
Seller has not lived in the home for over 4 decades.  Estate work complete.  Basement kitchen and bathroom recently functional; unknown today as water valves are turned off.  Basement kitchen and bathroom not included in the sq ft numbers.  New 50 yr rubber roof in 2006 by Community Development.,False
Seller has never lived in the property. Listing agent has ownership interest in the selling entity.  Buyer/buyer's agent to perform own and all due diligence.Seller will ensure the property will pass FHA or VA loan requirements,False
Subject to seller finding suitable housing. Audio/video recording devices are present at the property.,False
"Pictures were taken during high tide.  Salt water is tidal.   Permits may be required to catch fish, shellfish, and crabs.  Main house was built in 2004 and in-law unit effective year built, per public record is 1980.",False
Washer & dryer hookups in basement.  Burner on furnace needs to be replaced.  Betterment taxes have been paid.  Tax amount is combined total of the 2 lots.  Buyer to perform due diligence.,False
"Being sold ""As IS"".  There are a couple of broken window panes in living room & 1 upstairs.  Basement is pretty dry with dehumidifier, however basement does get some water near door with heavy rain.",True
"The following is being left in as is condition as a gift to the buyers: All appliances, extra fridge in basement, bar stools & bracket for TV in family room, TV on wall in living room, wood stove & electric heater in basement, pellet stove in kitchen. New Chapin shed, swing set and carport in yard.",True
"Flood zone with seller annual premium of $1,405 annually.  The exterior shower and hot tub have been winterized.  Seller prefers to move out the end of June, 2025.  Can close earlier and lease back.",False
Lead paint testing attached.  Has not been remediated.,False
Please see list of updates. Seller is taking the brick fire pit on the outside patio and the kitchen island.,False
Listing agent is offering buyers compensation,False
Basement remediation by Pioneer Basement. Property Sold As Is. Seller/seller agent make no warranties or representations. Buyer/buyer agent responsible for all due diligence. Sellers do not occupy property.,True
The buyer pays their own agent.,False
Shared driveway.,False
"Subject to sellers finding suitable housing, we currently have 2 options!  Property is 2 Lots and 2 addresses - 371 & 377 Franklin St.  371 Franklin has a boat garage on the lot.  Brand new 4 bedroom septic!",False
mini split (A/C) only in great room; Electric baseboards in great room disconnected for mini split; woodstove in workshop never used; heated floors in first floor bathroom; new pool liner=2013; wood stove in entry way last cleaned Fall 2024; roof=2007 per town hall; many windows=2009 per town hall.,False
"Outside  painted 3.5 years back , Newer windows ,Reverse Osmosis system for pure water, Sprinkler System needs repair and maintenance, Roof approx 10 yrs old, Family room with 16 foot pitched ceiling, double insulated sky lights and built in sink cabinets, 8 foot wide fire place with beautiful brics",False
"propane tank (for stove, fireplace and generator, rented); Per seller, generator powers approx 85% of the home when in use; Right to farm community info attached to MLS; septic in front yard",False
"Seller has never lived in property. Home being sold in current condition, without the seller making any repairs or improvements. Deck in need of repair/replacement. Seller makes no warranties. Buyers and buyer agents to do own due diligence.",False
Please park in driveway in front of garage only.,False
"All measurements are for marketing purposes only, buyer/buyer agent to confirm the same. Up to 7 Bedrooms. All SF above ground! Agent related to Seller.",False
Seller is a licensed Real Estate Agent. Buyer/Buyer Agent to perform their own due diligence. Neither the seller nor listing agent makes any representation about the accuracy of any information contained herein.,False
Photos are of various homes previously built by this builder.,False
Photos are of various homes previously built by this builder.,False
New Construction - Please review all attachments. Proof of funds or pre-approval required with all offers. Information obtained from seller and public record. Buyer/Buyer agent to perform due diligence. Property is under construction. Interior photos shown are similar finishes in a recent build.,False
The seller is willing to have the exterior painted prior to closing. Ideal closing in months of May or June. Electric baseboard heating in the basement. Above ground is all gas forced hot air. Humidifier is included. List of improvements is attached to the listing.,False
Bedroom #4 closet is across the hall. Pine floors under carpet except in walk-in closet. Ring cameras in use. See paperclip for all disclosures. Buyer to do due diligence.Ring cameras on exterior and surveillance monitors on the interior.,False
New Construction. Floor plan and finishes subject to slight modifications. More detailed information coming soon. Property Taxes TBD by Assessor.,False
See Agent. LA is owner. Two exterior photos virtually staged with grass.,False
"Main house bedrooms currently have sub-floor only, Just waiting for Buyer's choice to be included. Please see attached list of additional inclusions. Front portion of driveway is shared with 9 Robyn. There is a small annual tax bill to Mansfield for the driveway easement.",False
The propane tank rental fee is $288/year until November 2026.,False
Property sold As-Is. Final water reading and smoke cert is the responsibility of the buyer's agent.,True
Property sold As-IS. Final water reading and smoke cert is the responsibility of the buyer's agent.,True
Property sold AS-IS. Final water reading and smoke cert is the responsibility of the buyer's agent. Please see attachments for additional offer and transaction information.,True
"Gas for stove and hot water. Radiant heat for driveway, front steps, and 2nd floor terrace. Ask Listing Agent for Exclusions.",False
Some of the photos are virtually staged.,False
"Hardwood floors under current flooring in living room, sun room and bedrooms. Some photos have been digitally enhanced.",False
24 hours notice preferred for showing.,False
"Home to be sold AS IS. Title 5 failed. Perc test completed. Seller welcomes offers with requests for buyer’s concessions to signal the Seller’s willingness to consider all offers. Seller will be free to accept/reject any offers based on price, terms and conditions not acceptable to Seller.",True
Security system in place to monitor water in basement & low temperatures.  New owner can expand features.,False
"Seller welcomes offers with requests for buyer’s concessions to signal the Seller’s willingness to consider all offers. Seller will be free to accept/reject any offers based on price, terms and conditions not acceptable to Seller.",False
Living area includes the basement.,False
Septic design complete and approved by Board of Health and will be excavated and installed as soon as possible in early spring. Room sizes are rounded.,False
Landscaping to be finished when weather permits. Lawn irrigation has already been installed. Listing Agent is Owner.,False
"Access to car garage through parking Nextdoor. Easement in place, no issues to get in and out of garage.",False
"Subject to seller finding suitable housing, buyer / agent to conduct due diligence. Seller and listing brokerage makes no warranties to the information contained herein. Subject to solar panel lease transfer",False
"""1/2 bath"" is a powder room in detached garage/workshop area. Finished living area above garage has it's own FULL BATHROOM. Two full bathrooms in main home. Hot water in living area above detached garage is electric. 60A service in detached garage. Kitchen ""island"" and wood rack next to stove convey",False
Licensed broker has a financial interest in the property. Estimated completion date April. Taxes are subject to change following completion.,False
Licensed broker has financial interest in the property.,False
"Customized Venetian blinds & Plantation sunburst shutters throughout, gifted at closing.",False
back corner of basement get a little water sometimes after heavy snow melt,False
Mudroom is not heated.,False
Buyers and buyers agents to perform due diligence. Some photos may be virtually enhanced. List agent has an ownership interest in the property.,False
Buyers and buyers agents to perform due diligence. Some photos may be virtually enhanced.,False
"Most of the main house was rebuilt in 2024. Taxes & assessment may vary. There  is a right of way, for  driveway access for a neighboring house. This home & .84 acre is in Plainville. Back of the property, containing 2.2 acres, is in Wrentham. Buyer and Buyer  Agent, to do their own due diiligence.",False
Central air not working. Seller will offer credit.  New septic tank to be installed prior to closing,True
"List Agent is related to seller; Occasional seepage in basement during heavy rains, quote to remedy in hand.",True
See Attached Seller Disclosures,False
see attached,False
see attached,False
"Taxes do not  Reflect the Current FY '25 Residential Exemption of ( $3,984.21 ) being Applied : Seller(s) have not occupied the Home for Many Years. Sewer Line to the Street was Repaired / Upgraded using Trenchless Technology ( 10 Year Warranty )",False
Some photos are virtually staged.,False
See Lead Paint Risk Assessment & Letter of Interim Control Attached.,False
"Active Adult Community 55+ on Leased Land, Manufactured home. Buyers are required to complete residency application for approval prior to closing. Buyer's client service fee of $350 will be added to Purchase agreement. Buyer's agent to do due diligence. Max 2 people per household, max 2 pets",False
Buyer Agent to conduct due diligence to verify any information.,False
Seller is a Licensed Real Estate Broker.Seller has never lived in the property.,False
"Property is sold AS-IS. Taxes, assessed value, & total acreage are both parcels combined. Basement sink is not hooked up to the septic. HW heater is leased. Mobile Home is likely a tear down. #98 New Athol-Title V passed, #102 New Athol-Title V-not done, presumed to be failed.",True
There is a shed and a van out on the property that will convey as well as an antique press in the basement.,False
Garage and driveway are shared with 115 New Broadway,False
Sump pump in basement.,False
Tenant requires 48hr notice for all showings. Dogs on premises. Buyer/Buyer agent responsible for doing their own due diligence. Property will not qualify for FHA/VA financing.,False
"Buyer/Buyer Agent to do their own due diligence including verifying all info & permitted use. In- law has a seperate basement, possibly a 2 family, some land encompasses the green river (see map) ,2 barns (newer roof on one) the other needs work.",True
"2-24-25 - Exterior of the house is complete, inside rooms are framed out and electrical and plumbing is roughed in. Price includes insulation and sheet rock, which will begin this week. Note: Two parcels on one deed: #55 & #60 Keets Brook Rd",False
"Land in Chapter 61-A, therefore Town of Bernardston has right-of-first-refusal in a sale.",False
"Seasonal seepage in basement, sump pump. Shelburne/Colrain line crosses through property.",True
Cash or rehab needed to purchase property. Fire hydrant easement.,False
Tenant pays $4937.94 per month. Lease expires in April of 2025.,False
Seller would like to leave some indoor/outdoor furniture.,False
Some photos virtually staged. This home is being sold strictly as is.  The seller is unable to complete any repairs. Dishwasher is not operable. Upstairs bath faucets leak aggressively when turned on. This home may not be suitable for all types of financing. Seller has not recently occupied home.,True
Seller has never lived in house. Occasional  seasonal seepage in basement.,True
House was never connected to cable.,False
Seller has not lived in house. Shared driveway with one other house Seller to record driveway easement for 150 East street at closing.. SF does not include the 12 x 15 three season room.,False
"Basement has been waterproofed. Addition has radiant heat. Propane is for the gas fireplace, dryer and stove. Two of the bedrooms are used for home offices.",False
"There is a possibility of an additional building lot. This property is in the 100 year  floodplain. This property can be purchased along with Lot 1 for $399,900.The town of Hadley has first right of refusal.",False
"In 2015-2016, the whole house was taken down to the studs and completely remodeled with the intention of a family member moving in. Everything was replaced, except the wood floors. Seller has never lived in the house.",False
Seller has not lived in home.  Unknown if fireplace or cooling system is operable.  Swimming pool has not been opened in several years/Seller makes no representations as to its condition. Buyer/Buyers agent to verify all information.,False
"Roof is at the end of it's useful life. No leaks, but older (approx.1998), driveway abuts neighbor's driveway (each house has their own side of the driveway, property line split down the middle). One window in living room appears to have a broken seal (cloudy). Due to age,SOLD AS-IS.",True
Listing agent related to Builder. New construction TO BE BUILT. House and lot sold as a package.,False
"Listing agent related to Builder. New construction TO BE BUILT. House and lot sold as a package. Price varies on plans, finishes and materials.",False
List agent has ownership interest. Owner has never occupied property. Mini split to be installed in dining/living room area on January 14.  Lamppost by driveway inoperable.,False
Property to be sold as-is.,True
"Seller has never lived in property- 1pdf no dotloop please P&S to be signed within 3 calendar days of offer acceptance, no changes to P&S no addenda no exceptions. Allow 2-3 days for seller repsonse. Do own due diligence",False
Part of the land is in Chapter 61A. Public records has it as 5 bedroom but septic is 4 bedroom per town records. Seller states pool was functioning but has not been used the last 2 seasons and pool pump was drained for winter.,False
Recent improvements: Installed new floor tiles in Kitchen/Living room(2025) Painted Kitchen cabinets & installed new backsplash(2025) Updated Full Baths(2025) Removed wall between the Kitchen / Dining room to create an open concept(2025) Freshly painted interior(2025/2024) Measurements are approx.,False
"New assessment to be completed by the town, tax and assessment information based on old assessment.",False
"Seller is a licensed real estate agent, however, is not the listing agent of record. (more photos to follow)",False
The property is in the Tashmoo watershed and will require an upgrade to an Enhanced Nitrogen Septic system.,False
Room Measurements are off framing plan and are not exact room dimensions,False
Photos are of a similar design and not exact. Drawing is artist rendition and not exact.  Commission on base price.,False
Drawing is artist rendition and not exact.,False
"sold with long term tenant in place , NNN lease , monthly rent of $5,250. Tenant fully responsible for all of the maintenance and repairs. Property is operating as a Sober Home Business. PROPERTY MAY BE SOLD AS PACKAGE WITH 5 MASON ST  separately listed for $1,249,000",False
"Being sold ""AS IS""",True
Seller has not lived in the property. Photos are virtually staged. Buyers to perform their own due diligence on information provided.,False
Property was renovated in 2015 ~ BUYER AGENT TO DO DUE DILIGENCE ABOUT PROPERTY INFORMATION. SELLER/SELLER AGENT MAKE NO WARRANTIES OR REPRESENTATIONS OF ANY KIND. Seller can accept offer at any time.,False
Subject to seller finding suitable housing (actively looking).COME WITH ***Additional lot potentially buildable for a 1-3 unit residential building***. Seller has started the process. Buyers to due own dilligence. Sold AS IS. No warranties nor represenations,True
Additional room on 1st floor offers plenty of possibilities,False
.,False
Outbuilding/Office is negotiable and can be removed with a solid offer.   Easement.,False
Fireplaces were never used. Window AC units will be left as gift to buyer.,False
Seller welcomes offers with requests for buyer concessions.,False
"Minor seepage during heavy rain. Termite treatment in place, due to previous minor damage, and tested every six months.",True
Lead Paint Compliant-see attachment in MLS along with list of updates. Small portion of land on corner of Bedford St/Terrace Hall is town owned. Stones/Rocks in basement will remain in place and will not be removed prior to closing. Swing set and chicken coop include,False
High efficiency Navien tankless heating system is easily converted to natural gas which is available on the street,False
"Full bath on 1st floor, fixtures removed from 2nd floor bath, renovations needed there",False
"Highest & Best by 5pm 3/10. Please make offers valid until 10pm. Listing Agent is Owner. Buyer/buyer agent must conduct their own due diligence, verification(s), SF Measurements, research & are relying solely on the results thereof. Seller reserves right to accept offer any time.",False
"5 mini splits added by current owners in 2018. gas line available but never used. 2018 listing shows new roof & clapboard siding, newly installed Harvey high efficiency windows, blown in and fiberglass insulation, buyer to do due diligence as well, information is not verified.",False
552 SQ FT Finished basement not included in the Living Area,False
Agent is related to builder. Some photos are virtually staged.,False
See documents,False
45 Sq. Ft. of parcel included in Newburyport. Photos include virtual staging.,False
"Barn floor unsafe, cannot enter the barn. Seller has no knowledge of condition as they have never occupied the property. Buyers do their own due diligence. Title V and smoke/Carbon Cert buyer's responsibility.",False
Seller or listing agent make no representations as to the accuracy of any information in this listing. Buyer/Agent do your own due diligence.,False
Seller or listing agent make no representations as to the accuracy of any information in this listing. Buyer/Agent do your own due diligence.,False
"Seller working on certificate title V was passed recently, but expired.",False
Lead paint disclosure form attached.,False
The owner is a licensed real estate broker.,False
Seller has never occupied the property. Room dimensions & square footage approximate. Light seepage in basement during severe weather.,True
Title V in process. Some rooms virtually staged. Private lane shared with neighbors.,False
See Firm Remarks section of the MLS listing. Current assessed value and tax amounts prior to renovation.,False
*Fireplaces in primary suite and guest bedroom have not been used.,False
Planned completion 6/2025. Spec. sheet subject to change. Dimensions for marketing purposes prepared by floor plan consultant. Active construction site. Do not walk on the premises without list agent present. Original foundation & some ext. walls used and added to. Assessment & taxes based old house,True
"""All measurements are approximate""",False
2 bedrooms on lower level are not listed in public record. Buyers to perform due diligence.,False
Drainage easement on property. Primary bedroom office space can be converted back to a bedroom. Room measurements are approximate and for marketing purposes. Gas grill is temperamental.,False
All offers (if any) to be reviewed Monday at 4:00PM.,False
See seller disclosure form. The shed is sold as is - needs work. Subject to seller closing on an already identified property.,True
"Community waste water plant. Additional guest parking next to Athletic Center. New Seabury Country Club is a private club and membership is required in order to use all the amenities; such as Athletic Center, Pools, Tennis, Pickleball, Beach Club, Lure and Golf Courses. See attached Floor Plan.",False
"Property requires flood insurance. Home is staged, some of the furnishings are available for purchase.",False
New HVAC system installed. Home is currently tenanted. Photographs are from prior listing.,False
"Taxes do not include the residential tax exemption of $3,610.53. Ask broker for improvements list.",False
"23 Piedmont is part of an association--monthly condo fee of $1,374.68. Seller will escrow money at closing to cover any remaining lawsuit special assessment.  FY2025 taxes are with the residential exemption. Separate tax bills for garage spaces of $130.80 each per quarter.",False
"Roof, heating system, kitchen and downstairs renovation are from 2022. Some pictures are virtually staged.",False
Full Rental parking space currently available behind 501 Beacon Street @$260/mo. Taxes include residential exemption.,False
Home is under construction. Expected completion Winter 2025. Taxes to be assessed. This home is legally a condominium. Please reference MLS#73328041.,False
Property has not been individually assessed for tax purposes.,False
Washer and Dryer is new approx. 1 year ago,False
Property to be sold As-Is.  Video recording in basement and around exterior.,True
"2nd set of laundry and 2nd hot water heater in basement are not working and will be left behind. Touch up paint, and some other items will be left in the basement. Seller might also leave behind a few other personal effects.",True
"New Roof,New Siding, kitchen, all kitchen appliances included, freshly cleaned up basement, 1 car attached garage, windows age unknown.",False
buyer and buyers agent due diligence.,False
"Partially finished basement included in the total livable square footage. *Newly installed heating zones in basement. Partially finished second level not included in total livable square footage, featuring only a carpet pad for future customization.",False
"This is a semi-attached, new construction dwelling with a private enclosed yard. It has similar characteristics to a single-family home, but with the convenience of a condo. The building is newly constructed and has not yet been assessed.",False
for sale: lot with foundation.  Plans can only be changed subject to review and approval. Existing plans available for review. See special permit for how much square footage can be finished in attic and basement.,True
Some pictures are virtually staged,False
Some photos have been digitally staged.,False
Several photos are digitally staged. One air conditioning compressor needs to be replaced. One dishwasher doesn't work. Sprinkler system and garage remote control door have not been used for several years. No lead paint report available.,False
Part of the foundation is original.,True
This property has a condo deed. Taxes and assessment based on multifamily property prior to condo renovation. Taxes are without residential exemption and represent 121's unit share. Monthly condo fee is an estimate as of 10/2024. Unit holds 55% interest in association (per Master Deed).,False
Taxes and assessment represent 18 Ash Street combined with 18R Ash Street. Taxes do not reflect residential exemptions.,False
Taxes do not reflect residential exemption.,False
This is brand new single residence construction from the foundation up. City of Cambridge has already approved the building permit and construction has begun. Projected completion in spring 2026.  Available for purchase as a presale now with competitive financing interest rate offered by the seller,True
"Seller is in the progress of getting an easement from the next door neighbor. If success, the property will have two side by side parking spaces.",False
"Check the feature sheet for a complete list of features. Some photos are photoshopped to remove the snow. Also, some pictures are photoshopped to change the garage doors to black (garage doors were grey at the time of the pictures but recently changed to black garage doors)",False
Buyers and agent to do due diligence. Seller and agent make no representations.,False
Roof is 2 months old / Furnace is 1 Year old.,False
Taxes are pre-construction.,False
"Solar panels on the roof are owned, not leased, and this system is grid-connected, providing reduced electric bills and even a surplus credit in some months.",False
"Radiant heat in Primary Bath.  HOA covers rubbish removal, snow removal, common landscaping, septic",False
Buyer/Buyer agent to do due diligence. Seller hasn't occupied the home. Underground utilities. Home can be sold furnished.,False
Buyer/Buyer Agent to do due diligence. Seller has never occupied the home. Home can be sold furnished.,False
Buyer/Buyer agent to do due diligence - seller has not occupied the home. Underground utilities. Home can be sold furnished. Hurricane shutters.,False
Buyer/Buyer agent to do due diligence. Seller has not occupied the home. In-law unit comes with all appliances. Home can be sold furnished. Underground utilities. Large lower level storage and full bath.,False
Buyer/Buyer agents to do due diligence - seller has never lived in the home. Underground utilities. Home can be sold furnished. Abuts private way: Indian Lane,False
Office off Game Room unheated.,False
Flood Insurance is $800 a year and assumable by buyer. 4th bedroom currently used as an office. Whole House Generator.,False
Natural Gas to house and used for Fireplace and Stove. Murphy Bed in 5th bedroom to remain.,False
Shared common driveway,False
"The sprinkler systems has not been used in years, and is probably broken.",False
"Seller will do Title V once offer has been accepted. 2 sump pumps. Property being sold in ""as is "" condition with no representation from the owner or the listing agent.",True
Pet Policy-Per Rules and Regulations states:Up to two non-roaming cats or dogs per unit may be kept by any unit owner...The Trustees shall the right to approve or disapprove the keeping of any pet other than those species types listed herein.,False
"All representation, dimensions and specifications are for marketing purposes. Buyer/buyer’s agent to perform any/all due diligence.",False
"Property located in Historic District. Central Air only partially covers the house.Condo Association has NO fees, but shares water bill, liability insurance and driveway with one neighbor. yard exclusive use for this property.",False
Crack in laundry and bathroom threshold floor tiles. Button for jets in family bath not fuctional. (2) broken window seals on porch. Lamp post along driveway is decorative - not electrified.,False
"End of March occupancy. Limited 1-year builder's warranty. Assmt & taxes to be determined. New 5-BR septic installed. Lawn to be installed prior to closing, weather permitting. Floor plan meas are for marketing purpose only, buyer to do own diligence. Interior photos are from previous project",False
Original home is 1908 - some framing and some foundation remains as well as two window and one door.  All else is new. House is NOT in floor plain which touches just on the back border of the property.,True
Specifications subject to change at discretion of HBC Llc. Renderings may not reflect exact finished product. Interior pictures are examples of builder's work.,False
"Trout Farm HOA fee ($300/month) includes: swimming pool, tennis court, clubhouse, walking/jogging trails, snow removal, common area landscaping, street lighting, road maintenance, refuse removal.",False
New sprinkler system.,False
New septic system and new roofing.,False
"no air vent in one of the upstairs bedrooms. exterior access to basement. Roof ~10, Kitchen ~6, new water tank. Oil services furnace. Gas services stove in LR",False
Small portion of lot at the marsh lies in flood plain; plenty of upland area to build. See attached Plan of Land. Buyer to assume sewer betterment and obtain construction loan. Pictures & plans are of a similar build.,False
"No flood insurance required (X zone), house on high ground (protected spot, maximizes views, no water concerns). Causeway not impacted by tides at all even in astronomical high tides (always accessible). Buyer and buyer agent to conduct their own due diligence and verify all information.",False
Ring camera is on on the outside garage inside door.,False
Property sold in it's as is condition. Seller makes no warranties or representations as to it's condition. Buyers are to do their own due diligence. Buyer responsible for smoke certificate. See firm remarks for direction on how to submit offers and where,True
"Pool is heated by propane. Showings begin at Open House Saturday & Sunday, March 15th & March 16th both days 11 to 1",False
"The property once had a legal 2 family cape style home on it. The town has approved attached plans. The new buyer could build a single family home, but would need to go through the permitting process. Per sellers request, every site visit will need to register their name",False
"Buyers & Buyers' agents should do their own due diligence.Seller & Seller's agent make no warranty express or implied. All info provided by public record. Measurements are approximate & should be verified by buyer or their agent.1st floor living trim is black, photos white trim digitally enhanced.",False
sold as is. See attached survey of the lot,True
Not in a flood plain.,False
Listed taxes are prior to the 2024 renovation. This property is new construction and is subject to changes. The renderings provided are for illustrative purposes only and may not represent the final product. Buyer/Buyer's Agent to perform all due diligence.,False
Road is plowed by town but maintained by residents.,False
"yearly HOA approx $1,000 year. covers common area landscaping. Easement on Tugmanug Lane, ask agent. Car Lift is EXCLUDED. 2025- Baton & Board exterior siding. Heat has wiFi controls.",False
LL half bath is not listed on public record.,False
Taxes based pre-construction of property. 1200 Square feet in Lower Level provides plenty of space for future expansion. Hardscape and Landscaping to be completed over the next several weeks.,False
"Seller has not lived at the property for several years. Seller makes no claims to the condition of the property. Buyer agent and Buyer responsible for all due diligence regarding expansion possibilities. All offers, if any due by Monday 3/17 at 12 pm. Please make offers good until Tuesday 3/18 10 am",False
"LA has vested interest in sale, LA is related to seller.",False
Seller has never lived in the house.,False
